"Inicio del informe","Fin del informe","Nombre de la campaña","Entrega de la campaña","Configuración de atribución",Resultados,"Indicador de resultado",Alcance,Frecuencia,"Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Finalización,Impresiones,"CPM (costo por mil impresiones) (COP)","Clics en el enlace",shop_clicks,"CPC (costo por clic en el enlace) (COP)","CTR (porcentaje de clics en el enlace)","Clics (todos)","CTR (todos)","CPC (todos) (COP)","Visitas a la página de destino","Costo por visita a la página de destino (COP)"
2026-04-24,2026-04-24,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-23,2026-04-23,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-23,2026-04-23,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-23,2026-04-23,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,actions:offsite_conversion.fb_pixel_purchase,5878,1.271351,20291,40000,Diario,60873,"En curso",7473,8145.724609,109,,558.46789,1.458584,163,2.181186,373.453988,86,707.825581
2026-04-23,2026-04-23,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-23,2026-04-23,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-23,2026-04-23,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-23,2026-04-23,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-23,2026-04-23,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-23,2026-04-23,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-23,2026-04-23,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-22,2026-04-22,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-22,2026-04-22,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,363,1.104683,,60000,Diario,5341,"En curso",401,13319.201995,6,,890.166667,1.496259,10,2.493766,534.1,5,1068.2
2026-04-22,2026-04-22,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,actions:offsite_conversion.fb_pixel_purchase,7642,1.235933,63718,40000,Diario,63718,"En curso",9445,6746.214929,118,,539.983051,1.249338,177,1.874007,359.988701,89,715.932584
2026-04-22,2026-04-22,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-22,2026-04-22,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-22,2026-04-22,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-22,2026-04-22,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-22,2026-04-22,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-22,2026-04-22,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-22,2026-04-22,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-21,2026-04-21,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-21,2026-04-21,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",3,actions:offsite_conversion.fb_pixel_purchase,4201,1.342776,19096.33333333,60000,Diario,57289,"En curso",5641,10155.823436,67,,855.059701,1.187733,97,1.719553,590.608247,46,1245.413043
2026-04-21,2026-04-21,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,actions:offsite_conversion.fb_pixel_purchase,8133,1.188983,34128.5,40000,Diario,68257,"En curso",9670,7058.634953,143,,477.321678,1.4788,200,2.068252,341.285,117,583.393162
2026-04-21,2026-04-21,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-21,2026-04-21,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-21,2026-04-21,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-21,2026-04-21,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-21,2026-04-21,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-21,2026-04-21,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-21,2026-04-21,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",4,actions:offsite_conversion.fb_pixel_purchase,5986,1.244237,13395.75,40000,Diario,53583,"En curso",7448,7194.280344,137,,391.116788,1.83942,187,2.510741,286.540107,105,510.314286
2026-04-20,2026-04-20,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-20,2026-04-20,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-19,2026-04-19,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-19,2026-04-19,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-19,2026-04-19,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",3,actions:offsite_conversion.fb_pixel_purchase,8244,1.195051,21897.66666667,40000,Diario,65693,"En curso",9852,6667.986196,169,,388.715976,1.715388,256,2.598457,256.613281,132,497.674242
2026-04-19,2026-04-19,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-19,2026-04-19,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-19,2026-04-19,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-19,2026-04-19,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-19,2026-04-19,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-19,2026-04-19,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-19,2026-04-19,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,actions:offsite_conversion.fb_pixel_purchase,3533,1.192754,18435,40000,Diario,36870,"En curso",4214,8749.406739,84,,438.928571,1.993355,117,2.776459,315.128205,70,526.714286
2026-04-18,2026-04-18,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-18,2026-04-18,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-17,2026-04-17,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-17,2026-04-17,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-17,2026-04-17,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",10,actions:offsite_conversion.fb_pixel_purchase,10707,1.183898,10508.5,40000,Diario,105085,"En curso",12676,8290.075734,219,,479.840183,1.727674,305,2.406122,344.540984,179,587.067039
2026-04-17,2026-04-17,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-17,2026-04-17,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-17,2026-04-17,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-17,2026-04-17,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-17,2026-04-17,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-17,2026-04-17,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-17,2026-04-17,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-16,2026-04-16,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-16,2026-04-16,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-16,2026-04-16,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",2,actions:offsite_conversion.fb_pixel_purchase,4501,1.236614,31076,40000,Diario,62152,"En curso",5566,11166.36723,114,,545.192982,2.048149,161,2.892562,386.037267,97,640.742268
2026-04-16,2026-04-16,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-16,2026-04-16,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-16,2026-04-16,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-16,2026-04-16,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-16,2026-04-16,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-16,2026-04-16,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-16,2026-04-16,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-15,2026-04-15,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-15,2026-04-15,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-15,2026-04-15,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",6,actions:offsite_conversion.fb_pixel_purchase,4184,1.184273,11795.5,40000,Diario,70773,"En curso",4955,14283.148335,130,,544.407692,2.623613,170,3.430878,416.311765,111,637.594595
2026-04-15,2026-04-15,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-15,2026-04-15,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-15,2026-04-15,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-15,2026-04-15,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-15,2026-04-15,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-15,2026-04-15,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-15,2026-04-15,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-14,2026-04-14,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-14,2026-04-14,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-14,2026-04-14,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,40000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-14,2026-04-14,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,actions:offsite_conversion.fb_pixel_purchase,0,0,0,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-14,2026-04-14,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-14,2026-04-14,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-14,2026-04-14,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-14,2026-04-14,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-14,2026-04-14,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-14,2026-04-14,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-13,2026-04-13,"KIT-DE-LIMPIEZA-PARA-BIBERONES - 26-04-2026",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-13,2026-04-13,"Limpiador Eléctrico Biberones — 21 ABR",inactive,"7 días tras clic",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-13,2026-04-13,"KIT DE LIMPIEZA PARA BIBERONES",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,40000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-13,2026-04-13,"Armadura Dental - Sensibilidad",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-13,2026-04-13,"Armadura Dental",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-13,2026-04-13,"Malla de seguridad para auto",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,30000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-13,2026-04-13,CleanDriver,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-13,2026-04-13,Prosmin,inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-13,2026-04-13,"Quitaoxido Addio 1 Litro",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,20000,Diario,0,"En curso",0,0,,,,,0,0,0,,
2026-04-13,2026-04-13,"BASE EN BARRA 2 EN 1",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,60000,Diario,0,"En curso",0,0,,,,,0,0,0,,
